Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Regular price,Sale price,Categories,Images
simple,IF312VNU,INVERTER AC | V SERIES | 1 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,47700.00,33490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_IF312VNU-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_IF312VNU-IDULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_IF312VNU-IDURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_IF312VNU-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_IF312VNU-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_IF312VNU-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_IF312VNU-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/SLLB-K00025-00_ENERGY_LABEL_IF312VNU.jpg"
simple,IE312YNU,INVERTER AC | Y SERIES | 1 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,47400.00,33490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_IE312YNU-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_IE312YNU-IDULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_IE312YNU-IDURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_IE312YNU-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_IE312YNU-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_IE312YNU-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_IE312YNU-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/SLLB-H175-00-ENERGY_LABEL_IE312YNU.jpg"
simple,IE324YNU,INVERTER AC | Y SERIES | 2 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,66100.00,46990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_IE324YNU-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_IE324YNU-IDULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_IE324YNU-IDURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_IE324YNU-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_IE324YNU-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_IE324YNU-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_IE324YNU-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/SLLB-K957-00-ENERGY_LABEL_IE324YNU.jpg"
simple,IC524TKUR,INVERTER AC | TKUR SERIES | 2 TON | 5 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,76500.00,53990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC524TKUR.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic524tkur_gallery_images_02_8.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic524tkur_gallery_images_03_8.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic524tkur_gallery_images_04_5.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic524tkur_gallery_images_05_6.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC524TKUR_09.jpg"
simple,IC324VKU,INVERTER AC | VKU SERIES | 2 TON | 3 STAR | 2025 BEE LABEL,1,0,visible,,"<p><span data-sheets-value=""{"" outstanding star inverter ac brings you impressive features such as anti-microbial filters convertible smart ready nano bluprotect technology and many more. data-sheets-userformat=""{"">This outstanding 3 star inverter AC brings you impressive features such as anti-microbial filters;   5-in-1 convertible;   smart ready;   nano bluprotect technology and many more.</span></p>",1,100,65900.00,45990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic324vku_ic324vku-gallery-images-01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic324vku_ic324vku-gallery-images-02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic324vku_ic324vku-gallery-images-03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic324vku_ic324vku-gallery-images-04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic324vku_ic324vku-gallery-images-05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic324vku_ic324vku-gallery-images-06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic324vku_ic324vku-gallery-images-07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC324VKU_08.jpg"
simple,IE324DNU,INVERTER AC | D SERIES | 2 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,66300.00,46990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Images_01_c2068389-8a4a-4a33-bbd4-e4fc542dd502.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Images_02_253969cb-33f3-4526-8ce4-d72cc1d29c43.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Images_03_fcb1c164-7894-4fd0-809b-5d9c787167b8.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_IE324DNU-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_IE324DNU-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_IE324DNU-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_IE324DNU-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/SLLB-K994-00-ENERGY_LABEL_IE324DNU.jpg"
simple,IF312DNU,INVERTER AC | D SERIES | 1 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,47400.00,33490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Images_01_15cfec8a-3e39-439f-9476-385bf4b816da.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Images_02_46f8d4c3-ce01-474b-bb27-4331f5ae918d.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Images_03_02af4c6b-089f-4ab4-baff-fc8c56c14018.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_IG312DNU-ODUFrontView_d9f2e5c6-1cd1-4e57-83eb-3638488c5921.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_IG312DNU-ODULeftView_a3e50af2-8a62-42ba-b12c-d7a0f367a88b.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_IG312DNU-ODURightView_4049b664-04fb-4ac8-886a-b427306b3a6b.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_IG312DNU-Remote_8c21cd40-2978-452f-b051-41b171ca89fe.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/SLLB-K00019-00_ENERGY_LABEL_IF312DNU.jpg"
simple,IE318FNU,INVERTER AC | F SERIES | 1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,58700.00,36490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318FNU01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318FNU02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318FNU03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318FNU04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318FNU05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318FNU06.jpg"
simple,IE518FNU,INVERTER AC | F SERIES | 1.5 TON |  5 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,68600.00,42990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE518FNU01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE518FNU02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE518FNU03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE518FNU04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE518FNU_05A.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE518FNU_06.jpg"
simple,IC318SNU,INVERTER AC | S SERIES | 1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,58500.00,36490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU08.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318SNU09.jpg"
simple,IC312SNU,INVERTER AC | S SERIES |  1 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,47700.00,33490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_IC312SNU-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_IC312SNU-IDULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_IC312SNU-IDURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_IC312SNU-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_IC312SNU-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_IC312SNU-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_IC312SNU-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/8_IC312SNU-ENERGYLABEL.jpg"
simple,WFE318P,FIXED SPEED WINDOW AC | P SERIES |  1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,36400.00,28190.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE318P01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE318P02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE318P03.jpg"
simple,WFE312L,FIXED SPEED WINDOW AC | L SERIES |  1 TON | 3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,30400.00,24890.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE312L01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE312L02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE312L03.jpg"
simple,WIE318L,INVERTER WINDOW AC | L SERIES |  1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,41400.00,31390.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WIE318L01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WIE318L02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WIE318L03.jpg"
simple,ID512QNUR-M,INVERTER AC | Q SERIES - MAROON | 1 TON |  5 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,59400.00,37490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ID512QNUR-M08.jpg"
simple,IC318GNUS,INVERTER AC | G SERIES SMART WI-FI | 1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,59600.00,37290.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_IC318GNUS-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_IC318GNUS-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_IC318GNUS-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_IC318GNUS-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_IC318GNUS-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_IC318GNUS-ENERGYLABEL.jpg"
simple,IC312GNUS,INVERTER AC | G SMART WI-FI SERIES | 1 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,48800.00,33990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312GNUS01_8146d34a-3c37-4d28-8a2d-2f30495253f4.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312GNUS02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312GNUS03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312GNUS04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312GNUS05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312GNUS06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312GNUS07.jpg"
simple,ID518GNURS,INVERTER AC | G SERIES SMART WI-FI | 1.5 TON |  5 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,69600.00,43690.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_ID512GNURS-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_ID512GNURS-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_ID512GNURS-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_ID512GNURS-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_ID512GNURS-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_ID518GNURS_-_ENERGY_LABEL.jpg"
simple,ID512NNURS,INVERTER AC | N SMART WI-FI SERIES | 1 TON |  5 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,59400.00,37490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_ID512NNURS-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_ID512NNURS-IDULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_ID512NNURS-IDURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_ID512NNURS-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_ID512NNURS-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_ID512NNURS-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_ID512NNURS-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/8_ID512NNURS-ENERGYLABEL.jpg"
simple,ID518QNURS,INVERTER AC | Q SMART WI-FI SERIES | 1.5 TON |  5 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,69600.00,43690.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/1_ID518QNURS-IDUFrontView.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/2_ID518QNURS-IDULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/3_ID518QNURS-IDURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/4_ID518QNURS-ODUFrontView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/5_ID518QNURS-ODULeftView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/6_ID518QNURS-ODURightView.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7_ID518QNURS-Remote.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/8_ID518QNURS-ENERGYLABEL.jpg"
simple,IC312QNUS,INVERTER AC | Q SMART WI-FI SERIES |  1 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,48800.00,33990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS08.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC312QNUS09.jpg"
simple,IE318PNU,INVERTER AC | P SERIES | 1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,58700.00,36490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE318PNU08.jpg"
simple,IE312PNU,INVERTER AC | P SERIES | 1 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,47900.00,33490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IE312PNU08.jpg"
simple,IC318VNU,INVERTER AC | V SERIES |  1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,"<p><span data-sheets-value=""{"" smart ready star inverter ac brings you impressive features such as anti-microbial filters convertible turbo cool nano bluprotect technology and many more. data-sheets-userformat=""{"">This smart ready 3 star inverter AC brings you impressive features such as anti-microbial filters, 5-in-1 convertible, turbo cool, nano bluprotect technology and many more.</span></p>",1,100,58500.00,36490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic318vnu_ic318vnu-gallery-images-01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic318vnu_ic318vnu-gallery-images-02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic318vnu_ic318vnu-gallery-images-03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic318vnu_ic318vnu-gallery-images-04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic318vnu_ic318vnu-gallery-images-05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic318vnu_ic318vnu-gallery-images-06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/ic318vnu_ic318vnu-gallery-images-07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/IC318VNU.jpg"
simple,WFE318L,FIXED SPEED WINDOW AC | L SERIES |  1.5 TON |  3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,36400.00,28190.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE318L01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE318L02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WFE318L03.jpg"
simple,WIE518L,INVERTER WINDOW AC | L SERIES |  1.5 TON |  5 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,46000.00,34490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WIE518L01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WIE518L02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/WIE518L03.jpg"
simple,FA312TNU,FIXED SPEED AC | T SERIES |   1 TON | 3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,42600.00,31990.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA312TNU08.jpg"
simple,FA318TNU,FIXED SPEED AC | T SERIES |   1.5 TON | 3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,50700.00,38690.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/T-series.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/T-Series-IDU-Angle-02_4.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/T-Series-IDU-Angle-01_4.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/7..Remote_1_8a320efb-4028-4eaf-a664-84f8905db741.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FA318TNU_08.jpg"
simple,FC318VNU,FIXED SPEED AC | V SERIES |   1.5 TON | 3 STAR | 2025 BEE LABEL,1,0,visible,,,1,100,50700.00,38690.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fc318vnu_gallery-images-01_10_11.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fc318vnu_gallery-images-02_12_11.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fc318vnu_gallery-images-03_10_9.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fc318vnu_gallery-images-04_9_3.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fc318vnu_gallery-images-05_9_3.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fc318vnu_gallery-images-06_9_3.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fc318vnu_gallery-images-07_9_3.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/FC318VNU_01.jpg"
simple,FB218DNU,FIXED SPEED AC | D SERIES |   1.5 TON | 2 STAR | 2025 BEE LABEL,1,0,visible,,<p>This robust and powerful 2-star fixed speed AC is packed with exceptional features such as turbo cool;   energy saver;   comfort sleep;   hidden display;  100% copper and anti-corrosive blue fins for protection.</p>,1,100,48300.00,33490.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_01_c4e92acf-c801-4e8f-9633-1a8d28267afa.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_02_cf57be91-b7ee-4204-9b13-7fd54097fbfa.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_03_5fd91974-8391-432f-bfb7-e9460da81f3d.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb218dnu_fb218dnu-gallery-images-04_1.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb218dnu_fb218dnu-gallery-images-05_1.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb218dnu_fb218dnu-gallery-images-06_1.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb218dnu_fb218dnu-gallery-images-07_1.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_05_6b8213b8-72f7-467f-a551-04b25b76c172.jpg"
simple,FB212DNU,FIXED SPEED AC | D SERIES |   1 TON | 2 STAR | 2025 BEE LABEL,1,0,visible,,<p>This robust and powerful 2-star fixed speed AC is packed with exceptional features such as turbo cool;   energy saver;   comfort sleep;   hidden display;  100% copper and anti-corrosive blue fins for protection.</p>,1,100,40700.00,28190.00,Air Conditioners,"https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_01.png, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_02.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_03.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb212dnu_fb212dnu-gallery-images-04.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb212dnu_fb212dnu-gallery-images-05.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb212dnu_fb212dnu-gallery-images-06.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/fb212dnu_fb212dnu-gallery-images-07.jpg, https://cdn.shopify.com/s/files/1/0888/8297/0937/files/Gallery_Image_05.jpg"
