partner_name,site_name,site_phone,web_addr,address
1064930 ALAD ALTHANAIE LLC COMPANY,1064930 ALAD ALTHANAIE LLC COMPANY,+966551869685,https://www.01-tech.net,"REMB4458, RIYADH, SAUDI ARABIA"
21CK Saqiya IT,21CK SAQIYA IT,+966112760990,https://www.21ck-it.com,"1010897620, RIYADH, RIYADH, SAUDI ARABIA"
3D INTERNATIONA,3D International Technical Services Est,+966138649791,https://www.3dts.com.sa,"Al Reziza Bldg. Office #3/3, Prince Mansour Street, Cross A, Prince Mansour Street, al khobar, SAUDI ARABIA"
3M DATA,3M DATA,+966555679444,https://3mdata.tech/,"6228 SALAH AL-DIN AL-AYYUBI STREET, RIYADH, SAUDI ARABIA"
46 Tech,46 TECH,0096612295493,https://46tech.com,"RIYADH, MOBILE 0565188875, RIYADH, SAUDI ARABIA"
AALA TECH COMPANY LTD,AALA TECH COMPANY LTD,115124319,https://aala-tech.com/,"MAKKAH ALMUKARAMA BRANCH, AL OLAYA DIST, RIYADH, KSA, AL TADAMUN AL ARABI, MISHRIFAH DIST,JEDDAH, KSA, RIYADH, SAUDI ARABIA"
Aamal Almountaha AMCO,AAMAL ALMOUNTAHA AMCO,+966580130600,https://www.saudiamco.com,"ABDEL AZIZ ROAD, RIYADH, SAUDI ARABIA"
AB Tech for Information Technology Co.,AB TECH FOR INFORMATION TECHNOLOGY COMPANY,+966112059550,https://www.abtech.com.sa,"BUILDING 6556, KING SAUD UNIVERSITY, RIYADH, SAUDI ARABIA"
ABAD ALSHABAKA ALHAITHA,ABAD ALSHABAKA ALHAITHA,505235154,https://www.uss-me.com,"7034 SAIYDA STEET AL DURAIHEMIYA DISTRICT, RIYADH, SAUDI ARABIA"
Abana,ABANA ENTREPRISES GROUP CO LTD,+966920006360,https://www.abana.com.sa,"P O BOX 3879 RIYADH 11481, OLAYA K S A, RIYADH, SAUDI ARABIA"
Abdulaziz Ibrahim Al Oufy Trading Est.,ABDULAZIZ IBRAHIM AL OUFY TRADING EST,+966576610710,https://aloufytrading.com,"PRINCE NAWAF STREET 11TH CROSS AL KHOBAR - 31952, AL KHUBAR, SAUDI ARABIA"
Abdulla Fouad Holding Co.,ABDULLA FOUAD CO LTD,+96638345722,https://www.abdulla-fouad.com,"Prince Mohammed Street, PO Box 257, Dammam, SAUDI ARABIA"
ABDULLAH SAAD ABOMOATI,ABDULLAH SAAD ABOMOATI,+966114116957,https://www.Abomoati.com,"7825 IBRAHIM AT TASAN, RIYADH, SAUDI ARABIA"
Abdulrahman A. Almoussa Trading Co. LTD.,Abdulrahman A. Almoussa Trading Co. LTD.,+966114509250,https://www.threea.net,"PO BOX 90033, RIYADH, SAUDI ARABIA"
Accenture Saudi Arabia Limited,ACCENTURE LLC,96612838000,https://www.accenture.com,"6533 ALWOROUD AREA OLAYA STREET, RIYADH, SAUDI ARABIA"
ACET SOLUTIONS LLC,ACET SOLUTIONS LLC,+966501406668,https://www.acetsolutions.com,"PO BOX 2703, QURTUBAH, RIYADH 13248, KINGDOM OF SAUDI ARABIA, RIYADH, SAUDI ARABIA"
Acuative WLL,ACUATIVE WLL,+966546153727,https://www.acuative.com,"7416 uthman ibn affan branch road - At taawun Area, RIYADH, SAUDI ARABIA"
aDawliah,ADAWLIAH,+966114597847,https://www.adawliahshop.com/en,"RIYADH KING FAHAD ROAD, RIYADH, SAUDI ARABIA"
ADRENO INFORMATION TECHNOLOGY COMPANY,ADRENO INFORMATION TECHNOLOGY COMPANY,+966541287667,https://www.adreno.net,"BUILDING NO 3617,, KING FAHD STREET, MADINAT AL UMMAL, AD DAMMAM, SAUDI ARABIA"
Advanced Co. For Maintenance and Operations,Advanced Co. For Maintenance and Operations,+966112170000,,"11421 KING FAHD ROAD, RIYADH, SAUDI ARABIA"
ADVANCED COMMUNICATION & ELECTRONICS SYSTEMS COMPANY,ADVANCED COMMUNICATION & ELECTRONICS SYSTEMS COMPANY,+966547913835,https://www.aces-co.com,"AL QAMRA 6366 AROUBA UNIT NO6, RIYADH, SAUDI ARABIA"
ADVANCED CONTROL SYSTEMS CONTRACTING COMPANY,ADVANCED CONTROL SYSTEMS CONTRACTING COMPANY,+966135166111,https://www.acstco.com/,"EASTERN PROVINCE, KHOBAR, MADINAT AL UMAL , BLDG 7143, AL KHUBAR, SAUDI ARABIA"
ADVANCED DATA SYSTEMS,ADVANCED DATA SYSTEMS,+966126900056,http://www.adsys.net,"AL Humaidhi Center -Prince Sultan Street, 21492 AL Khalidiyah District, JEDDAH, SAUDI ARABIA"
ADVANCED DIAMOND TRADING COMPANY,ADVANCED DIAMOND TRADING COMPANY,+966553347725,https://www.adtc.com.sa,"BUILDING NO 3800 STREET NO 8 OLAYA DISTRICT, RIYADH, SAUDI ARABIA"
Advanced Electronics Company Limited,SAMI ADVANCED ELECTRONICS COMPANY,96612201350,https://www.aecl.com,"BUILDING # 8062, KING KHALID INTERNATIONAL AIRPORT, Secondary # 2720, RIYADH, SAUDI ARABIA"
ADVANCED EXPERTS FOR INFORMATION TECHNOLOGY COMPANY,ADVANCED EXPERTS FOR INFORMATION TECHNOLOGY COMPANY,+966548222806,https://www.itzain.com,"AL ALIAA TOWER, AL QUBBAH ST, ISHBILIYAH, RIYADH 13225, SAUDI ARABIA, RIYADH, SAUDI ARABIA"
Advanced Gate Contracting Est.,Advanced Gate Contracting Est .,+966112255129,https://asysg.com.sa/,"RIYADH, ISHBILIYAH Dist. IMAM SAUD ROAD, RIYADH, SAUDI ARABIA"
ADVANCED INTELLIGENCE COMPUTING COMPANY,ADVANCED INTELLIGENCE COMPUTING COMPANY,+966530036566,https://www.aic2.com,"OLAYA CENTER, KING FAHAD, RIYADH, SAUDI ARABIA, RIYADH, SAUDI ARABIA"
ADVANCED MICRO TECHNOLOGIES COMPANY,ADVANCED MICRO TECHNOLOGIES,+966138100547,https://www.amt-arabia.net,"6455 KING FAHD ROAD, AL KHUBAR, SAUDI ARABIA"
ADVANCED SYSTEMS COMPANY LTD,ADVANCED SYSTEMS COMPANY LTD,+966114443535,https://www.atsc-sa.com,"PO BOX 7416 UTHMAN BIN AFFAN ROAD, AT-TAAWUN DISTRICT, RIYADH, SAUDI ARABIA"
ADVANCED SYSTEMS JOINT COMPANY ASJ,ADVANCED SYSTEMS JOINT COMPANY ASJ,+966112080085,https://www.asjksa.com,"6439 AL NAHDA ROAD, AR RABWAH RIYAD, RIYADH, SAUDI ARABIA"
ADVANCED SYSTEMS PIONEERS FOR COMMUNICATION AND INFORMATION TECHNOLOGY,ADVANCED SYSTEMS PIONEERS FOR COMMUNICATION AND INFORMATION TECHNOLOGY,+966505119160,https://www.asp-sa.com,"8621 YANBU STREET DHAHRAT LABAN DISTRICT, BUILDING 3048, RIYADH, SAUDI ARABIA"
ADVANCED TECHNIQUES COMPANY,ADVANCED TECHNIQUES COMPANY,+966112330005,https://www.adtcs-sa.com/,"3321 PRINCE MAMDUH BIN ABDULAZIZ ST AS SULIMANIYAH, RIYADH, SAUDI ARABIA"
Advanced Technology Solutions Est,ADVANCED TECHNOLOGY SOLUTIONS COMPANY,+966112920184,https://advanced-technology.sa,"D7 BINLADEN COMPLEX FARAZDAQ STREET MALAZ, RIYADH, SAUDI ARABIA"
ADVANCED TELECOMMUNICATION SOLUTIONS AND SERVICES COMPANY,ADVANCED TELECOMMUNICATION SOLUTIONS AND SERVICES COMPANY,+966567518545,https://www.atss.sa/,"AL MALEK SAUD, AL SULAIMANIYAH DIST, RIYADH, SAUDI ARABIA"
Afaq Advanced Solution for Communication and Information Technology,AAFAQ ADVANCED SOLUTIONS,+966114549191,http://www.aafaqtech.com,"KHALID BIN AL WALEED ST AL HAMRA AREA, RIYADH, SAUDI ARABIA"
AFAQ AL MALAZ TRADING COMPANY,AFAQ AL MALAZ TRADING COMPANY,+966566593767,https://www.afaqmalaz.com/carre-creative/,"22 HOUSHANI TOWER, RIYADH, SAUDI ARABIA"
AFDAL TAQANI FOR GENERAL CONTRACT,AFDAL TAQANI FOR GENERAL CONTRACT,+966126165551,http://atc-ksa.com,"ZAITUNA CENTER GROUND FLOOR OFFICE -4, JEDDAH, SAUDI ARABIA"
AFLAK ELECTRONIC INDUSTRIES CO.LTD,AFLAK ELECTRONIC INDUSTRIES CO.LTD,+966126736677,https://www.aflak.com.sa,"PRINCE SULTAN ROAD, JEDDAH, SAUDI ARABIA"
Aflak Solutions for Communications & IT,AFLAK SOLUTIONS FOR COMMUNICATIONS & IT,+966920009947,http://www.aflaksolutions.com/Home,"MALAZ, RIYADH, SAUDI ARABIA"
Ahmad Hamad Al Shutaili Est,AHMAD HAMAD AL SHUTAILI EST,+966114888583,https://2point0concepts.com,"3 AKARIA, OFFICE 513, RIYADH, SAUDI ARABIA"
AI SILK LTD COMPANY,AI SILK LTD COMPANY,+966554030703,https://www.hoistgroup.com,"KING SAUD IBN ABDULAZIZ SAUD, AL MURABBA DIST, RIYADH, SAUDI ARABIA"
AI TECHNOLOGIES SAUDI ARABIA,AI TECHNOLOGIES SAUDI ARABIA,+966541851818,https://www.aitechso.sa,"44 IBN KATHEER ST KING ABDUL AZIZ ROAD, RIYADH, SAUDI ARABIA"
AJYAL FOR COMMUNICATION AND INFORMATION TECHNOLOGY,AJYAL FOR COMMUNICATION AND INFORMATION TECHNOLOGY,+966554405750,https://ajyal-co.com,"ALYASMEEN DIST ANAS IBN MALIK STREET, FLOOR 1, RIYADH, SAUDI ARABIA"
AL AFKAR AL MUBHERA FOR INFORMATION TECHNOLOGY,AL AFKAR AL MUBHERA FOR INFORMATION TECHNOLOGY,+966539219996,https://mubhera.com/,"AL ARUBA, RIYADH, SAUDI ARABIA"
Al Arabiya Systems Engineering,AL ARABIYA SYSTEMS ENGINEERING,+966114600507,https://www.ase.sa/,"MMPQ5VW, AL OLAYA, RIYADH 12221, RIYADH, SAUDI ARABIA"
AL ATKAAL COMPANY LTD,AL ATKAAL COMPANY LTD,+966553075372,https://atkaal.com.sa/,"5TH FLOOR AL-MEFLAH BUILDING AL KHOBAR KINGDOM OF, AL KHUBAR, SAUDI ARABIA"
AL AWADI UNITED TRADING COMPANY,AL AWADI UNITED TRADING COMPANY,+966133488062,https://awadiunited.com,"OLD MAKKAH STREET, BUILDING NO3489, JEDDAH, SAUDI ARABIA"
AL ESNAD EST FOR MILITARY SUPPLIES,AL ESNAD EST FOR MILITARY SUPPLIES,+966114770721,https://al-esnad.com.sa/,"6856 ALQADI ALYAS MALAZ RIYADH SAUDI ARABIA, RIYADH, SAUDI ARABIA"
Al Faris National Company for Information Technology,AL FARIS NATIONAL COMPANY FOR INFORMATION TECHNOLOGY,+966504435140,https://optimiza.me/,"8162 - KING FAHAD BRANCH STREET, 3701 - AL Olaya District, RIYADH, SAUDI ARABIA"
AL FUTTAIM ENGINEERING & TECHNO COMPANY,AL FUTTAIM ENGINEERING & TECHNO COMPANY,+966122252800,https://afet.com/,"AL MADINA ROAD WESAL BUILDING 7575 NORTH GATE FIFT, JEDDAH, SAUDI ARABIA"
AL HAIL INFORMATION TECHNOLOGY SYSTEM COMPANY,AL HAIL INFORMATION TECHNOLOGY SYSTEM COMPANY,+966552764261,https://techtrixsystem.sa,"2399 ABI ZAKARIYA IBN AL AWWAM UTAIQAH, RIYADH, SAUDI ARABIA"
AL HASHEMIAH CONTRACTING COMPANY,AL HASHEMIAH CONTRACTING COMPANY HATCO,+966114647419,https://www.hatco.com.sa,"7759 PRINCE ABDUL AZIZ IBN MUSAID IBN JALAWI STREE, RIYADH, SAUDI ARABIA"
Al huluol al taqniyya al mutatiwwera al arabiyya,AL HULUOL AL TAQNIYYA AL MUTATIWWERA AL ARABIYYA,+966-115121989,https://www.al-huloul.com,"AL-ROSSAIS COMMERCIAL CENTER, 3857 OLAYA STREET, AL OLAYA, RIYADH, SAUDI ARABIA"
AL ITSALAT AL SAHLA FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,AL ITSALAT AL SAHLA FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,599258995,https://www.easylink-ksa.com/,"طريق أنس ابن مالك، 98, RIYADH 13326, SAUDI ARABIA, RIYADH, SAUDI ARABIA"
AL KHALEEJ COMPUTERS & ELECTRONICS SYSTEMS,AL-KHALEEJ COMPUTERS & ELECTRONICS SYSTEMS,+966114632143,https://alkhaleej.com.sa,"OLAYA MAIN STREET, RIYADH, SAUDI ARABIA"
AL KHALEEJ TRAINING AND EDUCATION COMPANY,AL-KHALEEJ TRAINING AND EDUCATION COMPANY,+966115108510,https://www.alkhaleej.com.sa,"PO BOX 295300, RIYADH, SAUDI ARABIA"
AL KHALIJ AL THIAR,AL KHALIJ AL THIAR,+966557544028,https://www.gscl.com.sa,"8011 MUSAB BIN UMAIR, RIYADH, SAUDI ARABIA"
