partner_name,site_name,site_phone,web_addr,address
Crystal Performance & Solutions Ltd,CRYSTAL PERFOMANCE AND SOLUTIONS,+254721580137,https://www.crystalsolutions.co.ke,"276HARLEQUIN COURT JAMUHURI, P.O. BOX 52336, NAIROBI, KENYA"
INCONEK SOLUTIONS KENYA LTD,INCONEK SOLUTIONS KENYA LTD,+254721311349,https://www.inconek.com,"WANGIAPALA, KALAM HOUSE, NAIROBI, KENYA"
TOPSTRIDES BUSINESS TECHNOLOGIES LTD,TOPSTRIDES BUSINESS TECHNOLOGIES LTD,+254717408842,,"50, ACCRA TRADE CENTER, ACCRA ROAD, NAIROBI, KENYA"
Simplify IT Ltd,SIMPLIFY IT,,https://simplifyit.co.ke,"NAIROBI, NAIROBI, KENYA"
CARREL TECHNOLOGIES LIMITED,CARREL TECHNOLOGIES LTD KENYA,+254202655760,https://www.carreltech.com,"SIFA TOWERS, KILIMANI RING ROAD, NAIROBI, KENYA"
MTN BUSINESS,MTN BUSINESS KENYA LIMITED,+254207600001,https://www.mtn.com,"PARKSIDE TOWERS,5th & 8th FLOOR,, MOMBASA ROAD, Nairobi, KENYA"
Konvergenz Network Solutions Ltd,KONVERGENZ NETWORK SOLUTIONS LTD,+254786161851,https://www.kns.co.ke,"4TH AVENUE TOWERS, 4TH NGONG AVENUE, NAIROBI, KENYA"
SHEKAMI TECHNOLOGIES LTD,SHEKAMI TECHNOLOGIES LTD,700140616,https://www.shekamitechnologies.co.ke,"MOI AVENUE, BAAZAR PLAZA ,12TH FLOOR OFFICE 1231, NAIROBI, KENYA"
XRX Technologies Limited,XRX TECHNOLOGIES LTD,+254204211000,https://www.xrxtechnologies.co.ke,"P.O.BOX 27346, RIVERSIDE LANE – OFF RIVERSIDE DRIVE, 2nd GATE ON THE RIGHT, NAIROBI, KENYA"
SIMBANET COMPANY LIMITED,SIMBANET COMPANY LIMITED,+254207650000,https://www.simbanet.net,"GATEWAY BUSINESS PARK, NAIROBI, NAIROBI, KENYA"
Sight and Sound Computers Ltd,Sight and Sound computers Limited,+254733521618,https://www.sightsoundke.com,"PO BOX 66711, MAYFAIR SUITES, GROUND FLOOR,, PARKLANDS ROAD, NAIROBI, KENYA"
KWANTABYTE TECHNOLOGIES LTD,KWANTABYTE TECHNOLOGIES LTD,+254785794685,,"36755, NAIROBI, KENYA"
INFOSERVE TECHNOLOGIES LTD,INFOSERVE TECHNOLOGIES LTD,0737838364,https://www.infoservekenya.com,"PO BOX 3664 - 00506 NAIROBI, 2ND FLOOR, SUITE 19, NEXTGEN MALL, NAIROBI, KENYA"
MILLENIUM SOLUTIONS EAST AFRICA LTD,MILLENIUM SOLUTIONS EAST AFRICA LTD,+254715905695,https://www.millenium.co.ke,"BOX 22677-00100, MASABA ROAD 12,UPPERHILL NAIROBI, NAIROBI, KENYA"
IT SAVANTS LLP,IT SAVANTS LLP,+254203673019,https://www.itsavants.co.ke,"13th Floor, Landmark Plaza, PO BOX 103968, NAIROBI, KENYA"
Panache Technohub Limited,Panache Technohub Limited,+254714227732,https://panachetechnohub.co.ke,"8th Floor, Westpark Towers, Mpesi Lane, Off Muthithi Road, Westlands, P.O. Box 45369, Nairobi, KENYA"
TELENET SOLUTIONS LIMITED,TELENET SOLUTIONS,+254721494652,https://www.telenet.co.ke,"SHARP CENTER ,WAMBUI RD , MUTHAIGA, NAIROBI, KENYA"
AKS EAST AFRICA LTD NAIROBI,AKS EAST AFRICA LTD NAIROBI,0721117952,https://www.aksea.co.ke,"34711, NAIROBI, KENYA"
Muga Electrical Contractors Limited,MUGA ELECTRICAL CONTRACTORS LTD,+254722305062,https://mugaelectricalcontractors.co.ke,"PO BOX 13328 - 00200, NAIROBI, KENYA"
RUIBI ELECTRONIC SOLUTIONS LTD,RUIBI ELECTRONIC SOLUTIONS LTD,+254732757579,https://www.ruibi.co.ke,"LAKHAMSHI HOUSE BIASHARA STREET,, PO BOX 51664 NAIROBI, KENYA, NAIROBI, KENYA"
Xcobean Systems Limited,XCOBEAN SYSTEMS LTD,+254702324532,https://xcobean.co.ke,"PURVI HOUSE, MPAKA RD, NAIROBI, NAIROBI, KENYA"
TransforMAX Digital Africa ltd.,TransforMAX Digital Africa ltd.,+254728595900,https://www.transformax.africa,"14 RIVERSIDE DRIVE, ARLINGTON BLOCK,, NAIROBI, KENYA"
YES TELEKOM COMPANY,Yes Telekom Company Limited,+254 20 8002000,https://www.yestelekom.com,"Upperhill Gardens Apartments, 3rd Ngong Avenue, P.O. Box 6166, GPO, Nairobi, KENYA"
FORTCREST TECHNOLOGIES LTD,FORTCREST TECHNOLOGIES LTD,+254789242196,https://www.fortcrest.co.ke,"RALPH BUNCHE RD,UPPERHILL, D6,ELGON COURT, NAIROBI, KENYA"
SasaIT Limited,SASAIT LTD,+254738975778,https://www.sasait.com/,"PO BOX 22899, NGONG ROAD, NAIROBI, KENYA"
Optace Networks Ltd,OPTACE NETWORKS LTD,+254723693562,https://optacenetworks.com,"THE CITADEL, MUTHITHI ROAD, WESTLANDS, NAIROBI, KENYA"
COMPUTER LEARNING CENTRE LIMITED,COMPUTER LEARNING CENTRE LIMITED,+254205135250,http://www.clclearningafrica.com/,"2ND FLOOR, MUSEUM HILL CENTRE, NAIROBI, KENYA"
Smoothtel & Data Solutions Ltd.,SMOOTHTEL & DATA SOLUTIONS LTD,+254208000222,https://www.smoothtel.com,"MENELIK ROAD, OFF NGONG ROAD, NAIROBI, KENYA"
aarify limited,aarify limited,745646340,https://www.aarify.com,"THE ACK OFFICE PARK, GROUND FLOOR, ACK PARKING SILO, BISHOP ROAD, NAIROBI, NAIROBI, KENYA"
MIRADI LTD,MIRADI LTD,254759329322,https://miradi.co.ke,"WESTLANDS BUSINESS PARK, 7TH FLOOR, 04 CHIROMO LANE, NAIROBI, KENYA"
IntegratedSupplies & Consultancy LTD,INTEGRATED SUPPLIES & CONSULTANCY LTD,+254202498289,https://www.integratedsupplies.net,"WESTLANDS, MAYFAIR MAISONETTES, MPAKA ROAD, P. O. BOX 7500, GPO, NAIROBI, KENYA"
Agile Business technologies Ltd,AGILE BUSINESS TECHNOLOGIES LTD,+254202020609,https://www.agiletechnologies.co.ke,"PO BOX 43581 HURLINGHAM OFFICE BLOCK, JABAVU ST. NAIROBI, KENYA"
COMPUTER INFORMATION SYSTEMS,CIS KENYA,+254717735444,https://www.groupcis.com,"BLOCK 3, 1ST FLOOR, DELTA RIVERSIDE, RIVERSIDE DRIVE, NAIROBI, KENYA"
BT COMMUNICATIONS KENYA LTD,BT COMMUNICATIONS,+254727531956,https://www.bt.com,"ABOVE PORSCHE SHOWROOM, DELTA TOWERS, NAIROBI, KENYA"
NEC Africa PTY Ltd.,NEC Africa (PTY) Ltd.- Kenya,+254203310301,https://www.nec.xon.co.za,"7th Floor International House, Mama Ngina Street, Nairobi, KENYA"
TECHNOLOGY ASSOCIATES EA LTD,TECHNOLOGY ASSOCIATES EAST AFRICA LIMITED,+254203745273,https://www.techno-associates.com,"WAY, FLOOR EDEN SQUARE GRAFFINS COLLEGE ROAD 3RD WAIYAKI, NAIROBI, KENYA"
MEGAPLUS AFRICA LTD,MEGAPLUS AFRICA LTD,+254203744418,https://www.megaplus.co.ke,"5TH FLOOR, VISION TOWER, MUTHITHI ROAD, WESTLANDS, NAIROBI, KENYA"
Numeriqa Company Limited,NUMERIQA COMPANY LTD,254110563130,https://www.numeriqa.co.ke,"THE CITADEL, 4TH FLOOR, MUTHITHI RD, NAIROBI, KENYA"
fabtech solutions,NAIROBI WESTLANDS,+254203673798,https://www.fabtechkenya.com,"EDEN SQUARE COMPLEX CHIROMO ROAD BLOCK 1, NAIROBI, KENYA"
Victorock Kenya Limited,VICTOROCK KENYA LTD,+254205147026,https://www.victorockkenya.com,"P.O BOX 51889, NAIROBI, KENYA"
KOTISI COMPANY LIMITED,KOTISI COMPANY LTD,+254720013138,https://www.kotisi.co.ke/,"NGONG ROAD, NAIROBI, KENYA"
DATACELL CONSULT AFRICA LTD,DATACELL CONSULT AFRICA LTD,+254721975936,https://www.datacellconsult.com,"PO BOX 13796, DELTA CORNER, CHIROMO ROAD, WESTLANDS, NAIROBI, KENYA"
TANO DIGITAL KENYA LIMITED,TANO DIGITAL KENYA LIMITED,+254709330000,https://www.altron.com/operations/altron-rest-of-africa/altron-kenya/,"WEST END TOWERS, WAIYAKI WAY, WESTLANDS, NAIROBI, KENYA"
Bharti Airtel International Netherlands B.V (Kenya Branch),Bharti Airtel International Netherlands B.V (Kenya Branch),+254730611100,https://www.africa.airtel.com,"The Oval, 6th floor, Ring road , Parklands, NAIROBI, KENYA"
Bitbiz Consulting and Services Ltd,Bitbiz Consulting and Services Ltd,+254780250925,https://www.bitbiz.co.ke,"KINDARUMA BUSINESS CENTRE SUITE A4, KINDARUMA ROAD, KILIMANI, NAIROBI, KENYA"
SAFARICOM LIMITED,SAFARICOM LIMITED,+254722005840,https://www.safaricom.co.ke,"WAY, 13263 SAFARICOM HOUSE LR NO WAIYAKI, NAIROBI, KENYA"
SILVER PITCH SOLUTIONS,SILVER PITCH SOLUTIONS,+254726626529,https://silverpitch.co.ke/,"POBOX 12037-0100, NAIROBI ,KENYA, MUNSHIRAM BUILDING, 2ND FLOOR RM NO 5, MFANGANO STREET,NAIROBI, NAIROBI, KENYA"
CSM Tech Limited,CSM Tech Limited,+254713512751,https://www.csm.tech,"THE TRIO COMPLEX, NAIROBI, KENYA"
Brinker Solutions,BRINKER SOLUTIONS,0112948571,https://www.brinker.co.ke,"PINETREE PLAZA 10TH FLOOR, KABURU DRIVE, NAIROBI, KENYA"
Tech247 Ltd,Tech247 Ltd,+254777224747,https://www.247.tech,"Museum Hill Center, Muthithi Road, Westlands, Nairobi, KENYA"
Merge Systems Ltd.,MERGE SYSTEMS LTD,254111045700,https://www.merge.co.ke,"1ST FLOOR MITCHELL COTTS LOGISTICS CENTRE, MOMBASA ROAD, NAIROBI, KENYA"
Spartec Consortium Africa,SPARTEC CONSORTIUM AFRICA SCA LTD,254757924070,https://WWW.SPARTEC.CO.KE,"WAIYAKI WAY, ALL AFRICA CONFERENCE OF CHURCHES BUILDING, NAIROBI, KENYA"
FORESIGHT TECH GROUP LTD,FORESIGHT TECH GROUP LTD,722554795,https://www.foresightechgroup.com,"PAX MAYFAIR SUITES, WESTLANDS, NAIROBI, NAIROBI, KENYA"
Next Technologies Limited,NEXT TECHNOLOGIES LTD,+254725772288,https://www.next.co.ke,"APPLEWOOD PARK, OFF WOOD AVE, KILIMANI, NAIROBI, KENYA"
IBM East Africa Limited,INTERNATIONAL BUSINES MACHINES EAST AFRICA,+254202834000,http://www.ibm.com/,"4Y FLOOR YE ATRIUM JUNCTION OF CHAKA & LENANA ROAD, 4Y FLOOR YE ATRIUM JUNCTION OF CHAKA & LENANA ROAD, NAIROBI, KENYA"
DOWN TO EARTH TECHNOLOGIES LTD,DTE Main Office,+254204343070,,"No. 6 Kaputei Gardens, Off Othaya Road, Lavington, Nairobi, KENYA"
DIMENSION DATA SOLUTIONS LTD,DIMENSION DATA SOLUTIONS EAST AFRICA,+254204993000,https://www.dimensiondata.com/ke,"PURSHOTTAM PLACE, Westlands Road, NAIROBI, KENYA"
CALL EXPERTS LTD,CALL EXPERTS LTD,+254709080123,https://www.callexperts.co.ke,"SUITE 405, 4TH FLOOR, 2129 OFFICE SUITES, 69 MUTHITHI ROAD, WESTLANDS, NAIROBI, KENYA, NAIROBI, KENYA"
NIGHTIGALE EAST AFRICA LTD,NIGHTIGALE EAST AFRICA LTD,+254794764412,https://nightigale.co.ke/nightigale,"WESTLANDS, DESIGN CENTER,2ND FLOOR TAUSI LANE OFF MUTHITHI ROAD, NAIROBI, KENYA"
Eastra Solutions LTD,EASTRA SOLUTIONS LTD,+254709502000,https://www.eastrasolutions.co.ke,"2nd Floor Le'Mac Towers , Church Rd,, NAIROBI, KENYA"
Intergrated Office Equipment,INTERGRATED OFFICE EQUIPMENT,+254733316552,,"P O BOX 20798, NAIROBI, KENYA"
MWACHAYAMU ENTERPRISES LTD,MWACHAYAMU ENTERPRISES LTD,+254716197116,https://www.mombasacomputers.com,"MATHENGE ROAD OFF NYERERE AVENUE, HUMAN RIGHTS AGENDA HURIA, MOMBASA, KENYA"
TIGERLOGIC KENYA LTD,TIGERLOGIC KENYA LTD,+254722748439,https://tigerlogicafrica.com/,"WESTLANDS ROAD, NAIROBI, KENYA"
LIPPIZAN GUILD LTD,LIPPIZAN GUILD LTD,+254720845867,https://www.lippizan-guild.com/,"CRAWFORD BUSINESS PARK, STATE HOUSE RD, NAIROBI, KENYA"
THE COPY CAT LTD,THE COPY CAT LTD,+254203970000,https://www.copycatgroup.com,"P O BOX 49872 CORPORATE HEADQUARTERS ESSAR HOUSE MUGUGA GREEN , NAIROBI, KENYA"
Vilcom Networks Limited,VILCOM NETWORKS LTD,111028800,https://vilcom.co.ke/,"RAMCO COUNT, MOMBASA ROAD, NAIROBI, KENYA"
FONTWORD TECHNOLOGIES LTD,FONTWORD TECHNOLOGIES LTD,+254717195855,https://www.fontwordtechnologies.com,"WOODVALE,WESTLANDS,NAIROBI, 4TH FLOOR SOUND PLAZA, NAIROBI, KENYA"
Juniper Intakes Limited,Juniper Intakes Limited,+254705378255,https://juniper-intakesltd.com/,"THE CLOSE SUITE NO 9, NGARA ROAD OPPOSITE RAINBOW PLAZA, NAIROBI, KENYA"
CLOUD IT LTD,CLOUD IT LTD,+254736866397,https://www.cloudit.africa,"KOMO LANE, OFF WOOD AVENUE, TROPICAL TOWERS, C11, NAIROBI, KENYA"
Broadband communication Network Ltd,BROADBAND COMMUNICATION NETWORK LTD,+254203786669,https://www.broadcom.co.ke,"10840, NAIROBI, KENYA"
ISON TECHNOLOGIES KENYA LTD,ISON TECHNOLOGIES KENYA LTD,+254732198000,https://www.isontechnologies.com,"2ND FLOOR,FEDHA PLAZA,MPAKA ROAD,, NAIROBI, KENYA"
MONTREAL SOLUTIONS LTD,MONTREAL SOLUTIONS LTD,745355986,https://www.montrealsolutions.co.ke,"17565, NAIROBI, KENYA"
PROSCENE SYSTEMS LTD,PROSCENE SYSTEMS LTD,+254713761269,https://www.proscene.co.ke,"66760, NAIROBI, KENYA"
Crescent Tech Ltd,CRESCENT TECH LTD,+254768281619,https://www.ctgafrica.com,"FORTIS TOWER, 2ND FLOOR, WOODVALE ROAD WESTLANDS,, NAIROBI, KENYA"
Servers Zone Limited,SERVERS ZONE LTD,+254204408963,https://www.serverszonelimited.co.ke,"PO BOX 1374, 00100, NAIROBI, KENYA"
KoRANDU LIMITED,KORANDU LTD,+254722834115,https://www.korandu.com,"SWING HOUSE OLESANGALE RD MADARAKA, NAIROBI, KENYA"
SMTP AFRICA SERVERS LTD,SMTP AFRICA SERVERS LTD,+254711710110,https://www.smtpafrica.com,"EATON PLACE - 2ND FLOOR, UN CRESCENT AVENUE, NAIROBI, KENYA"
Honeywell Technologies Kenya Ltd,HONEYWELL TECHNOLOGIES KENYA LTD,00254203740913,https://www.honeywell.com,"EDEN SQUARE 7TH FLOOR BLOCK 1 CHIROMO ROAD, NAIROBI,, NAIROBI, KENYA"
ISOLUTIONS ASSOCIATES LIMITED,ISOLUTIONS ASSOCIATES LIMITED,+254722331935,,"THE MIRAGE, TOWER 2, 3RD FLOOR, CHIROMO ROAD, WESTLANDS, NAIROBI, KENYA, NAIROBI, KENYA"
PAVICON K LTD,PAVICON K LTD,+254728620904,https://www.pavicon.co.ke,"OFF USIU ROAD,NYATI DRIVE, NEXT TO ACK ST JOSEPH OF ARIMATHEA CHURCH, NAIROBI KENYA, BUILDING, NAIROBI, KENYA"
Pluton ICT Ltd,PLUTON ICT LTD,+254202241759,https://www.pluton-ict.com,"HEAD OFFICE, 6TH FLOOR, REHEMA HOUSE, STANDARD STREET, NAIROBI, KENYA"
Leadway Technologies,LEADWAY TECHNOLOGIES,+254702327516,https://www.leadwaytechnologies.com,"ONEAFRICA 3RD FLOOR WESTLANDS, NAIROBI KENYA, NAIROBI, KENYA"
Fresco Limited,"TRV Parkwest, 5th Floor, 5C",+254721502505,https://www.fresco.co.ke,"3rd Parklands Avenue, info@fresco.co.ke, Nairobi, KENYA"
DOUBLE NET TECHNOLOGIES LIMITED,DOUBLE NET TECHNOLOGIES LTD,+254726445945,https://www.doublenet.co.ke,"8457, GARDEN ESTATE OFF THIKA ROAD, NAIROBI, KENYA"
Infoview Limited,INFOVIEW LTD,+254721236998,https://www.infoviewafrica.com,"OFFICE NO. 9A, 9TH FLOOR, TRV CENTRE, 3RD PARKLANDS AVENUE, NAIROBI, KENYA"
SANCOM LTD,SANCOM LTD,+254 723134242,https://sancomltd.com/,"BROOKSIDE GROVE, TYSON ESTATE- HOUSE NO 5, NAIROBI, KENYA"
SECUTECH EAST AFRICA LTD,SECUTECH EAST AFRICA LTD,+254202572885,https://WWW.SECUTECH-EA.COM,"5TH FLR, RELIABLE TOWERS MOGOTIO RD, WESTLANDS, NAIROBI, KENYA, NAIROBI, KENYA"
WESTCOMHUB ENTREPRISE LTD,WESTCOMHUB ENTREPRISE LTD,+254728370739,https://www.westcomhub.co.ke,"7162,00600, KIGALI ROAD, NAIROBI, KENYA"
Oaknet Business Ltd,OAKNET BUSINESS LTD,+254709596000,https://www.oaknetbusiness.com,"KNH, P.O. BOX 73, NAIROBI, KENYA"
Novian Technologies,MOI avenue,250788308290,https://www.nrd.no,"IMENTI HOUSE, NAIROBI, KENYA"
COM TWENTY ONE,COM TWENTY ONE LIMITED,+254202022244,https://www.com21.co.ke,"Valley View Office Park, Tower B, 6th Floor - City Park Drive(Off Limuru Road), Nairobi, KENYA"
Servtel Communications Ltd,SERVTEL COMMUNICATIONS LTD,+254722412393,https://www.servtel.com,"PO BOX 80085, MOMBASA, KENYA"
Alkan CIT Ethiopia,ALKAN CIT KENYA,+254722514546,https://www.alkancit.com,"No. 2 Muungano House ARWINGS KODHEK, HURLINGHAM, NAIROBI, KENYA"
IE Network Solutions Plc,IE Network Solutions.com,0918294812,https://www.ienetworksolutions.com,"Addis Ababa, Addis Ababa, KENYA"
SYBYL LIMITED,SYBYL KENYA LTD,+254719061500,https://www.sybyl.com,"THE ADDRESS 9TH FLOOR MUTHANGARI DR OFF WAIYAKI WAY WESTLANDS, NAIROBI, KENYA"
Tenece Professional Services Limited,TENECE PROFESSIONAL SERVICES LTD,+254742223986,https://www.tenece.com,"DELTA CORNER TOWER 1, 6TH FLOOR, CHIROMO ,WESTLAND, NAIROBI, KENYA"
SYMPHONY Rwanda Ltd,SYMPHONY TECHNOLOGIES LTD,+254733605739,https://www.symphony.co.ke,"8th Floor, Crescent Business Centre, The Crescent, Off Parklands Road,, NAIROBI, NAIROBI, KENYA"
Seacrest Technology Limited,SEACREST TECHNOLOGY LTD,+254731502900,https://www.seacrest.co.ke,"DELTA CORNER, PWC WING, 6TH FLOOR, WESTLANDS, NAIROBI, KENYA"
Trans Business Machines limited,TRANS BUSINESS MACHINES LTD,+254709893000,https://www.tbmlimited.com,"SOLUTION TECH PLACE BUILDING, NAIROBI, KENYA"
COMPUTER REVOLUTION AFRICA LTD,COMPUTER REVOLUTIONS AFRICA LTD,+254202675208,https://www.cragroup.co.ke,"WEST MANYANI ROAD,, OFF WAIYAKI WAY WESTLANDS,, NAIROBI, KENYA"
MAZURIMAZURI TECHNOLOGIES LTD,MAZURIMAZURI TECHNOLOGIES LTD,+254788272728,https://www.mazurimazuri.com,"WESTLANDS, NAIROBI, KENYA"
Kirey Kenya S.R.L Limited,KIREY KENYA SRL LTD,+254725165099,https://www.kireygroup.com,"34002, NAIROBI, NAIROBI, KENYA"
NUBLY TECHNOLOGIES LTD,NUBLY TECHNOLOGIES LTD,+254205218641,https://www.nublytech.com,"102388, NAIROBI, KENYA"
Yabra technologies ltd,YABRA TECHNOLOGIES LTD,+254725944574,https://www.yabratechnologies.com,"SONALUX HOUSE, MOI AVENUE, BOX 3831-00200 NAIROBI, NAIROBI, KENYA"
MASTER POWER SYSTEMS LTD,MASTER POWER SYSTEMS LTD,+254731976976,https://www.masterpowergroup.com,"33 PARKLANDS ROAD, OPP IMPALA HOTEL, NAIROBA, KENYA"
BRIDGE NEXT-GEN TECHNOLOGIES GLOBAL LIMITED,BRIDGE NEXT-GEN TECHNOLOGIES GLOBAL LIMITED,0114577612,https://WWW.BTG.AFRICA,"MPESI LANE, WESTLANDS, WEST PARK TOWERS, NAIROBI, KENYA"
Sichern Solutions Limited,SICHERN SOLUTIONS LIMITED,+254712892807,https://www.sichern.africa,"PO BOX 12626, OFFICE 1, RASI GARDENS, NAIROBI, KENYA"
Evail Limited,EVAIL LTD,+254721979000,https://www.evail.com,"INTERNATIONAL HOUSE, MAMA NGINA STREET, NAIROBI, KENYA"
KK Dynamic Enterprise Solutions LTD,KK Dynamic Enterprise Solutions LTD,+254727395152,https://kkdes.co.ke,"LANGATA NAIROBI, TATU CITY NAIROBI, NAIROBI, KENYA"
ARCTIC INNOVATIONS LTD,ARCTIC INNOVATIONS LTD,+254768495100,https://www.arcltd.co.ke,"15510 - 00400, NAIROBI, KENYA"
Novel Technologies E.A. Ltd,NOVEL TECHNOLOGIES EA LTD,+254203747326,https://www.novel.co.ke,"4TH FLOOR, PARK SUITES, NAIROBI, KENYA"
TILIL TECHNOLOGIES LTD,TILIL TECHNOLOGIES LTD,+254792777888,https://tililtech.com/,"2ND FLOOR, RHAPTA HEIGHTS, RHAPTA ROAD, NAIROBI, KENYA"
